Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Naive+PRC2i 1	LFQ intensity Naive+PRC2i 2	LFQ intensity Naive+PRC2i 3	log2 fold change	p-value
A8K4H1;Q8TBR3;Q6IBQ5;P35637;Q59H57;B4DR70;H3BPE7;Q13344;Q70T18;H3BNZ4	A8K4H1;Q8TBR3;Q6IBQ5;P35637;Q59H57;B4DR70;H3BPE7;Q13344;Q70T18	RNA-binding protein FUS	FUS	33.2957	33.1328	33.11082	33.13083	32.97473	32.8856	0.182725271	0.924072858
A8K4M5;O60563;A0A1W2PQ16;Q9NR57	A8K4M5;O60563	Cyclin-T1	CCNT1	27.06126	27.04114	27.17512	26.84542	26.83437	26.87608	0.240556081	2.280524658
A8K4P8;Q14146;Q6PCC8;Q5VYD0	A8K4P8;Q14146;Q6PCC8	Unhealthy ribosome biogenesis protein 2 homolog	URB2	29.30439	29.31058	29.47303	29.37264	29.25746	29.23222	0.075227737	0.463773729
A8K4T6;Q16401;F2Z3J2;Q4VXH0	A8K4T6;Q16401	26S proteasome non-ATPase regulatory subunit 5	PSMD5	29.50904	29.2656	29.28474	29.747	29.37921	29.83732	-0.30138588	0.874588602
A8K4T8;Q15003;E9PHA2;B4DRG7;C9J470;C9JZP1;H7C415	A8K4T8;Q15003;E9PHA2;B4DRG7;C9J470	Condensin complex subunit 2	NCAPH	27.33594	27.41224	27.42158	27.52118	27.45944	27.46381	-0.091556549	1.276719422
A8K4T9;Q53GL6;Q9UKM9;Q5QPL9;Q5QPM1;Q5QPM0;B4DSJ1;Q5QPM2	A8K4T9;Q53GL6;Q9UKM9;Q5QPL9;Q5QPM1;Q5QPM0	RNA-binding protein Raly	RALY	31.73828	31.56901	31.74359	31.55951	31.54683	31.53945	0.135025024	1.101760671
A8K4V6;Q9Y3C4;A9UK02;B4DHS0	A8K4V6;Q9Y3C4;A9UK02;B4DHS0	EKC/KEOPS complex subunit TPRKB	TPRKB	21.44985	24.75343	23.99757	23.22072	24.16867	22.31569	0.165254593	0.050054791
A8K4W8;A0A024R1A4;P68036;A0A1B0GUS4	A8K4W8;A0A024R1A4;P68036;A0A1B0GUS4	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	28.21192	28.4837	28.34731	28.26168	28.38874	28.20424	0.062754949	0.261912967
A8K513;Q8WVK2;B8ZZ98;H0YBW5	A8K513;Q8WVK2;B8ZZ98	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	hCG_1994066;SNRNP27	27.60477	27.62909	27.68097	27.36945	27.30835	27.22131	0.338576635	2.654700432
A8K517;P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7	A8K517;P62266;D6RD47	40S ribosomal protein S23	RPS23	26.78768	26.97421	26.77203	26.98978	27.09356	26.94481	-0.164737701	0.984114365
A8K525;A0A0S2Z4Z9;Q15233;H7C367;C9JYS8;C9IZL7;A0A0S2Z4E7;C9J4X2	A8K525;A0A0S2Z4Z9;Q15233;H7C367;C9JYS8	Non-POU domain-containing octamer-binding protein	NONO	34.11613	34.05488	34.16639	34.11319	33.97194	34.08646	0.055269877	0.438986349
A8K548;Q8IZL8;C9JFV4;B4DR36;E7EV54;B4DEX7;O15451;I3L445;I3L4P1;I3L1P4;I3L4M7	A8K548;Q8IZL8;C9JFV4;B4DR36;E7EV54;B4DEX7;O15451	"Proline-, glutamic acid- and leucine-rich protein 1"	PELP1	30.26148	30.53973	30.26975	30.22826	30.43012	30.13235	0.093411764	0.299381747
A8K594;Q9P0V3;B4E2S1;C9JED2;C9JF25	A8K594;Q9P0V3	SH3 domain-binding protein 4	SH3BP4	24.76583	24.56395	24.8334	25.19689	24.99144	25.3683	-0.464485168	1.573196462
A8K5A5;A0A024R1A2;Q92613;F2Z2B6;F2Z3N8	A8K5A5;A0A024R1A2;Q92613	Protein Jade-3	PHF16;JADE3	24.95394	24.56098	24.82571	24.55772	24.4968	24.29726	0.329616547	1.107931794
A8K5E5;A2I2P1;Q49AN0;A0A0D2X7Z3;B4DIJ2;A2I2P0;Q16526	A8K5E5;A2I2P1;Q49AN0;A0A0D2X7Z3	Cryptochrome-2	CRY2	23.98616	24.05581	24.33899	24.39349	24.32162	24.20322	-0.179121653	0.669866933
A8K5G0;A0A024R7K0;M0R2Z9;Q8IX01;M0R3F6;B4DSQ4;M0R065;M0R216;M0R2Y3	A8K5G0;A0A024R7K0;M0R2Z9;Q8IX01;M0R3F6;B4DSQ4	SURP and G-patch domain-containing protein 2	SFRS14;SUGP2	30.24853	30.08854	30.29953	30.06779	29.85588	30.24785	0.155026118	0.524887792
A8K5J1;P11172;B5LY71;B5LY69;B5LY64;B5LY70;E9PFD2;B5LY67;F2Z3P2;F2Z303;F8WDG4	A8K5J1;P11172;B5LY71;B5LY69;B5LY64;B5LY70;E9PFD2;B5LY67	Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase;Orotidine 5-phosphate decarboxylase	UMPS	27.01839	27.06168	26.94056	27.34249	27.38648	27.09194	-0.26676178	1.27257095
A8K5S3;P53990;H3BMU1;H3BUI0;B4DLP1;H3BQF7;J3KR23;B4DM80;F5GXM3;B4DHF3;B4DXC9;H3BRE2;H3BPP6	A8K5S3;P53990;H3BMU1;H3BUI0;B4DLP1;H3BQF7;J3KR23;B4DM80;F5GXM3	IST1 homolog	IST1	23.25709	25.08253	24.66628	24.53463	23.88967	25.243	-0.220465978	0.118682584
A8K602;Q8IVH8;F5H5A3;V9GY95;F8WAZ1;B4DSS3;F8WBC3;Q53RV1;H7C1A4;B3KMM5;B7ZA29	A8K602;Q8IVH8;F5H5A3	Mitogen-activated protein kinase kinase kinase kinase;Mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	25.89238	25.31299	25.21089	25.93452	25.73306	26.11718	-0.456165314	0.887796877
A8K622;Q59F99;O95793;Q5JW30;A0A087X1A5;B3KRE0;B4DPJ9;F6UDC6	A8K622;Q59F99;O95793;Q5JW30;A0A087X1A5;B3KRE0	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	26.58104	25.996	26.30793	26.47407	26.55526	26.18962	-0.111328125	0.213894949
A8K644;Q08170;A0A0D9SEM4;Q53F45;Q59EF5;B4DEM8	A8K644;Q08170;A0A0D9SEM4;Q53F45;Q59EF5	Serine/arginine-rich splicing factor 4	SFRS4;SRSF4	29.10999	28.6064	28.90704	28.66058	28.31506	28.69325	0.318178813	0.77204292
A8K646;Q92882	A8K646;Q92882	Osteoclast-stimulating factor 1	OSTF1	25.75534	25.87659	25.59041	25.90442	26.08519	25.45183	-0.073035558	0.130409672
A8K651;Q07021;I3L3Q7;I3L3B0	A8K651;Q07021;I3L3Q7;I3L3B0	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	C1QBP	26.22474	26.42368	26.13112	27.00357	27.20004	26.93562	-0.786563873	2.591356508
A8K6D2;Q92979;B4DQC7;V9GYP5;A0A087WWQ2;B4DP65;A0A087WVM7;A0A0U3B3H7	A8K6D2;Q92979;B4DQC7;V9GYP5;A0A087WWQ2;B4DP65;A0A087WVM7	Ribosomal RNA small subunit methyltransferase NEP1	EMG1	30.10687	30.30748	30.1517	30.09031	30.04479	29.81694	0.204669952	0.917840287
A8K6D4;A0A024R058;O95544;A8K6R3;A0A0A0MR98;J3KSP9;J3KTI3;Q6PJ22	A8K6D4;A0A024R058;O95544;A8K6R3;A0A0A0MR98	NAD kinase	NADK	24.44177	24.63683	24.30633	22.4779	24.65567	22.81244	1.146303813	0.772120498
A8K6G9;Q92620;B4DET0;B4DM30;B4DN69;H3BQT9;H3BMS7;H3BV01;J3KRT1;J3KSA8;J3KTG2	A8K6G9;Q92620;B4DET0;B4DM30	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	DHX38	29.54287	29.37167	29.49855	29.56071	29.41373	29.57888	-0.046742121	0.253288734
A8K6J9;Q14562;Q86YB2;F5H658;B7Z8F4;Q86X36;B4DFD7;Q05CV4;K7END7;K7EQH7;K7EJH9	A8K6J9;Q14562;Q86YB2;F5H658;B7Z8F4;Q86X36;B4DFD7	ATP-dependent RNA helicase DHX8	DHX8	30.46354	30.27764	30.45768	30.36609	30.19366	30.56247	0.02554067	0.072953783
A8K6K1;A0A0S2Z537;A0A024QZG0;O75150;A0A0S2Z4Z2;H3BP71;B4DMM1;B4DFU2;Q6ZN99;B4E313;A0A087WTK2;B3KQV1;H3BS50;H3BQ99;H3BUL6;I3L332	A8K6K1;A0A0S2Z537;A0A024QZG0;O75150;A0A0S2Z4Z2;H3BP71;B4DMM1	E3 ubiquitin-protein ligase BRE1B	RNF40	29.69551	29.49635	29.68274	29.55916	29.33635	29.66127	0.105941772	0.386156761
A8K6K2;P49902;B3KXN5;Q5JUV4;Q5JUV6;Q5JUV3;REV__M0QX83;S4R3E7;S4R3A6;REV__H0YES7;REV__D3DRL4;H0YHR8;REV__F5GWJ3;REV__B7ZL43;REV__Q17RW3;REV__A0A1B0GW38	A8K6K2;P49902;B3KXN5;Q5JUV4	Cytosolic purine 5-nucleotidase	NT5C2	26.07635	26.38034	26.17672	25.79459	26.18029	25.84266	0.271954219	0.837012148
A8K6K3;Q15750;Q59FT7;B7Z9N9;B7Z3S5	A8K6K3;Q15750;Q59FT7;B7Z9N9;B7Z3S5	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	MAP3K7IP1;TAB1	24.49234	24.30362	23.99291	24.15769	24.25753	24.38903	-0.005127589	0.010545611
A8K6Q4;P78332;E9PGM9;F8WCA5;B3KSK6;B4DNY1;C9J250;F8WF63;C9JSL1;C9JMC8	A8K6Q4;P78332;E9PGM9;F8WCA5;B3KSK6;B4DNY1	RNA-binding protein 6	RBM6	29.37904	29.17248	29.45905	29.3201	29.14005	29.38119	0.0564092	0.193303408
A8K6Q8;P02786;G3V0E5;B7Z2I6;H7C3V5;F8WBE5	A8K6Q8;P02786;G3V0E5;B7Z2I6	"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form"	TFRC	25.13175	25.50279	24.90862	25.42268	25.86512	25.41832	-0.387652079	0.784247939
A8K6Q9;A0A024RDV9;Q8N0X7;B4DXT5;B3KML8;B3KMI3;A0A0S2Z510	A8K6Q9;A0A024RDV9;Q8N0X7;B4DXT5;B3KML8;B3KMI3	Spartin	SPG20	24.83783	24.49997	24.78497	24.77917	24.40808	24.4724	0.154372533	0.424269663
A8K6T5;Q9UBL3;F5H8F7;B4DPT1;H0YBF6;B4DEM3;H0YAQ0;E5RFH5	A8K6T5;Q9UBL3;F5H8F7;B4DPT1	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	29.80329	29.75385	29.69957	29.66041	29.53057	29.65115	0.138196309	1.260789188
A8K6V7;A0A024RDB2;D6RAC7;D6RB17;D6RGJ4;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8;D6R9X5;D6R9A4	A8K6V7;A0A024RDB2;D6RAC7;D6RB17;D6RGJ4		G3BP2	27.1277	26.99389	26.57888	27.05009	27.33543	27.11912	-0.268058141	0.650798981
A8K6X3;A0A0C4DG89;D3DQA6;D6RJA6;Q0VGL8;H0Y9U3	A8K6X3;A0A0C4DG89;D3DQA6		DDX46	24.72884	25.467	25.71285	25.21893	25.60989	23.71754	0.454109828	0.282208228
A8K724;A0A024R0J1;O96013;A0A024R0L8;B4DE88;B4E3B5;M0R0L9;B4DUG0;M0R3G6;M0R2X4;M0R1R1;B3KTJ2;A0A024R9Q4;Q9NQU5	A8K724;A0A024R0J1;O96013;A0A024R0L8;B4DE88;B4E3B5	Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase PAK 4	PAK4	25.47772	25.13112	23.92886	25.42934	23.74919	25.07202	0.095718384	0.047236833
A8K732;Q15398;B4DMI9;G3V4E5;G3V543	A8K732;Q15398;B4DMI9	Disks large-associated protein 5	DLGAP5	25.20071	25.41464	25.46557	25.20535	25.20807	23.91141	0.585367839	0.595922083
A8K7F7;Q9Y3I1;Q5HYB3;F8WBR0;F8WDR9	A8K7F7;Q9Y3I1;Q5HYB3	F-box only protein 7	FBXO7;DKFZp686B08113	24.09909	21.55132	24.20045	24.66936	24.59645	24.83441	-1.416456223	0.748034171
A8K7S5;O75449;B7ZBC8;B7ZBC9	A8K7S5;O75449;B7ZBC8;B7ZBC9	Katanin p60 ATPase-containing subunit A1	KATNA1	24.59349	25.19712	24.76871	24.63522	24.64548	24.09595	0.394217173	0.705144052
A8K885;A0A0A0MRI2;Q9UNH7;B4DJS7;Q5QTQ6;G3V5X9;G3V2U1;H0YJF8;G3V4Z5;A0A024R589;Q86XE0	A8K885;A0A0A0MRI2;Q9UNH7;B4DJS7;Q5QTQ6;G3V5X9	"Sorting nexin-6;Sorting nexin-6, N-terminally processed"	SNX6	26.75187	26.69485	26.23473	26.57946	26.86029	26.57285	-0.110385895	0.228557794
A8K8D2;Q71F23;Q09GN1;A5D8X7;D6R9S4	A8K8D2;Q71F23	Centromere protein U	CENPU	25.12912	25.05532	25.07627	25.33848	25.27163	25.51412	-0.28784434	1.722197545
A8K8D9;P11413;Q2VF42;Q2Q9H2;Q2Q9B7;B4DYA7;E7EUI8;E7EM57;E9PD92;Q0PHS1;Q0PHS6;A2IBT6;B6ZHS6;Q0PHS5;A7IZZ3	A8K8D9;P11413;Q2VF42;Q2Q9H2;Q2Q9B7;B4DYA7;E7EUI8;E7EM57;E9PD92;Q0PHS1	Glucose-6-phosphate 1-dehydrogenase	G6PD	25.86389	25.98298	25.53309	25.93272	26.28123	25.90364	-0.245877584	0.608550051
A8K8K1;O00442;B4DSL0;A6NIC1	A8K8K1;O00442	RNA 3-terminal phosphate cyclase	RTCA	26.57802	26.77367	26.6656	26.80735	26.70372	26.31098	0.065080007	0.150313974
A8K8L2;A0A024R7I5;Q9NXH9;B4DHS5;B4E3A3;K7EQQ8;A0A024R7G3;K7EQU7;K7EQY6;K7ENI9;K7EJX9;K7EMZ2;K7ERR5	A8K8L2;A0A024R7I5;Q9NXH9;B4DHS5;B4E3A3;K7EQQ8;A0A024R7G3	tRNA (guanine(26)-N(2))-dimethyltransferase	TRMT1	30.16207	30.17021	30.27786	30.26002	30.29406	30.13944	-0.027791341	0.175873567
A8K8N3;Q96R06;K7ELG0;A4FUA2;J3KTQ0;F5GZT2;E9PMD0;K7ELC8;J3KSV2;J3QRV8;J3QS12	A8K8N3;Q96R06	Sperm-associated antigen 5	SPAG5	25.30362	24.86467	25.26241	24.68089	25.13073	25.17741	0.147224426	0.280403859
A8K8N5;A0A024R5S4;P40818;A0A075B720;Q05CD9;Q05DF5;B4DUC6;H0YLH2;H0YM47;H0YNL5;H0YKV1;B3KRK3	A8K8N5;A0A024R5S4;P40818;A0A075B720;Q05CD9;Q05DF5	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 8	USP8	25.38258	25.72884	25.51497	25.35968	25.40623	25.42355	0.14564387	0.640185046
A8K8U1;Q86VP6;A0A0C4DGH5;B3KMG3;H0YH27;B3KM30	A8K8U1;Q86VP6;A0A0C4DGH5	Cullin-associated NEDD8-dissociated protein 1	CAND1	31.15828	31.26841	31.07495	31.03892	31.15605	30.96265	0.11467425	0.653446367
A8K8W4;Q9Y2G8;Q5TDG9;Q5TDH4;B3KN62;B3KMS3	A8K8W4;Q9Y2G8;Q5TDG9;Q5TDH4	DnaJ homolog subfamily C member 16	DNAJC16	23.55426	22.89861	21.83407	23.61156	23.43847	23.41815	-0.727080027	0.651053996
A8K8Y8;Q9BRR8;B2RDX4;K7EQ19	A8K8Y8;Q9BRR8;B2RDX4	G patch domain-containing protein 1	GPATCH1	27.93534	27.56667	27.81934	27.86927	27.69378	27.79067	-0.010791143	0.030250134
A8K8Z3;Q9UKI8;Q53TE4;Q53TF9;B3KRP1;F8W7X8;Q15444;C9JWT6	A8K8Z3;Q9UKI8;Q53TE4	Serine/threonine-protein kinase tousled-like 1	TLK1	25.31154	25.48388	25.52746	25.50842	25.53955	25.1771	0.03260231	0.086740922
A8K930;A0A140VK17;Q8NDI1;B3KM32;H7BZ98;B5MC86;C9J268;C9K0H9;C9IYU2	A8K930;A0A140VK17;Q8NDI1	EH domain-binding protein 1	EHBP1	21.84749	23.73748	23.87549	23.8399	24.29684	24.07022	-0.915500641	0.616113374
A8K940;Q66K74;M0QXQ9;M0QY41;M0QZ50;M0R1M7;M0R1J2	A8K940;Q66K74	Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain	MAP1S	24.93944	24.78207	24.95908	23.62901	25.53089	25.28125	0.079811096	0.045519083
A8K9F5;A0A090N8H1;Q9BWE0;C9JZE3;C9JYJ8;A0A090N8Z2;E7EVL6	A8K9F5;A0A090N8H1;Q9BWE0;C9JZE3;C9JYJ8;A0A090N8Z2;E7EVL6	Replication initiator 1	REPIN1	23.47135	24.03926	23.94253	22.9447	23.95872	22.52341	0.675433477	0.664603828
A8K9T8;Q9BYT8;B3KU23;E9PCB6;H0YAK4;Q96K48;Q8NDD9;H0YAF7	A8K9T8;Q9BYT8;B3KU23;E9PCB6	"Neurolysin, mitochondrial"	NLN	24.16722	24.97535	24.32499	24.86632	24.826	25.0496	-0.424786886	0.761165121
A8K9T9;A8K8N7;O15067;B4DJ26;Q6P4B4;Q9BR56;H0YGH1;J3KTL4;J3QSG0;J3QSH6;J3KTQ5;J3QL39;J3KT98	A8K9T9;A8K8N7;O15067;B4DJ26;Q6P4B4	Phosphoribosylformylglycinamidine synthase	PFAS	27.01063	27.22334	27.13604	27.01265	27.30304	26.77203	0.094093323	0.221860878
A8K9X5;Q9UNN5;B1ANM7;B3KT28	A8K9X5;Q9UNN5;B1ANM7;B3KT28	FAS-associated factor 1	FAF1	25.21197	25.33695	25.42915	25.1517	25.24514	24.6833	0.29930687	0.742970909
A8KA74;P78316;E9PFK5;Q96GC8	A8KA74;P78316;E9PFK5;Q96GC8	Nucleolar protein 14	NOP14	31.17795	30.9504	31.17468	31.08398	30.91271	31.19584	0.036835988	0.120405892
A8KAK5;O60244;H7C3E5;H7C017;U4PZJ2	A8KAK5;O60244	Mediator of RNA polymerase II transcription subunit 14	MED14	28.13109	28.11252	28.14044	28.06605	28.13682	28.05703	0.041383108	0.712649638
A8KAL2;B4E1D4;H0YK03	A8KAL2;B4E1D4			26.63395	26.70398	25.45663	26.65622	27.02083	26.98772	-0.623402278	0.67201244
A8KAM9;Q9UNP9;E9PKY5;B3KSZ1;E9PEQ6;B4E3F2;E9PK21;E9PIB0	A8KAM9;Q9UNP9;E9PKY5;B3KSZ1;E9PEQ6;B4E3F2	Peptidyl-prolyl cis-trans isomerase E;Peptidyl-prolyl cis-trans isomerase	PPIE	27.8256	27.56972	27.75951	27.56906	27.35246	27.60308	0.210077922	0.892472583
A8KAN5;A0A024R2L0;Q9NZI7;A0A024R2J0;C9JWL3;F8WEP8;B3KN18	A8KAN5;A0A024R2L0;Q9NZI7;A0A024R2J0	Upstream-binding protein 1	UBP1	24.86679	24.55385	24.90999	22.70209	24.5341	24.84345	0.750334422	0.481173548
A8KAQ6;Q9Y679;Q68CX8;B4DW71	A8KAQ6;Q9Y679;Q68CX8	Ancient ubiquitous protein 1	AUP1;DKFZp686P12272	23.00417	23.38903	23.19069	23.19086	23.05441	23.31216	0.008824031	0.022018087
A8MTJ6;E0XEY9;E0XEN6;A8K811;Q6ZQN5;Q12951	A8MTJ6	Forkhead box protein I3	FOXI3	24.79754	24.38331	24.78247	24.29915	24.41022	24.22575	0.342732747	1.105001619
A8MTY0;A0A087WUU8	A8MTY0;A0A087WUU8	Putative zinc finger protein 724	ZNF724P;ZNF708	25.3073	25.81056	26.44474	25.57972	25.46488	25.51662	0.333796819	0.431845924
A8MU27;A8MUA9;P55854	A8MU27;A8MUA9;P55854	Small ubiquitin-related modifier 3	SUMO3	24.41138	23.75766	23.85946	24.41873	22.75599	24.11076	0.247673035	0.170310153
A8MVZ6;Q96G01;F8VZX7;F8W056;A0A087WYJ7	A8MVZ6;Q96G01	Protein bicaudal D homolog 1	BICD1	26.82651	26.80181	26.60894	26.80366	26.49601	26.56581	0.123924255	0.46254796
A8MXP9;Q68E03	A8MXP9		MATR3	34.27295	34.12278	34.25617	34.1696	33.96362	34.31216	0.068841298	0.243160333
A8MYT4;A0A1W2PS05;Q8NEB9;B4DPV9;M0R308;K7ENH3;K7EIV6;K7EKH3	A8MYT4;A0A1W2PS05;Q8NEB9;B4DPV9	Phosphatidylinositol 3-kinase;Phosphatidylinositol 3-kinase catalytic subunit type 3	PIK3C3	24.07798	24.64883	23.39323	24.60913	24.97976	24.29593	-0.588260651	0.642611805
B0AZM1;P27540;A8K6P0;I6L9E7;A6NGV6;Q53F30;O43392;F8T0U4;F8T0U3	B0AZM1;P27540;A8K6P0;I6L9E7;A6NGV6	Aryl hydrocarbon receptor nuclear translocator	ARNT	25.37269	25.3303	25.70928	25.42143	25.37806	25.33613	0.092213313	0.307055292
B0AZS5;D6R9M0;H0Y8H2	B0AZS5	Kinesin-like protein		27.89053	27.7753	27.81274	27.85531	27.78942	28.01009	-0.058752696	0.328009879
B0FLL2;O60825;B4DY91;B4DI16;Q68DE0;Q4VBA8;Q4VBA9;F6RAZ1;F6XNB3	B0FLL2;O60825;B4DY91;B4DI16;Q68DE0	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase"	PFKFB2;DKFZp781D2217	26.14371	25.80745	25.73451	25.83444	25.85015	25.84498	0.052033742	0.15426459
B0LPF3;P62993;Q6ICN0;B3KR50;J3KT38;J3QRL5;J3QLF6	B0LPF3;P62993;Q6ICN0;B3KR50;J3KT38	Growth factor receptor-bound protein 2	GRB2	29.28023	29.23738	29.17119	29.18343	28.97172	29.02797	0.168560028	1.119424767
B0QY89;Q9Y262;B4DQF6;B3KPB9;B3KNG0;Q8N7H0;Q7Z5X3;C9JHP4;C9K0Q7;B4DEH4;H7C3A0;H0Y7E6	B0QY89;Q9Y262;B4DQF6;B3KPB9;B3KNG0;Q8N7H0	Eukaryotic translation initiation factor 3 subunit L	EIF3L	28.16284	28.28595	27.97498	28.11028	28.52761	28.0804	-0.098175049	0.225315471
B0QYK0;Q01844;A0A0D9SFL3;C9JGE3;A9Z0R7;Q71E78;C3UMV4;C3UMV3;C3UMV2	B0QYK0;Q01844;A0A0D9SFL3;C9JGE3	RNA-binding protein EWS	EWSR1	31.77843	31.61224	31.58987	31.40624	31.36029	31.54015	0.224618276	1.310249336
B0UZZ8;O15213;A0A1U9X8U7;A0A1U9X8U3;B4DP15;A0A1U9X8W1;B4DNI0;A8K9A1;A8K806;A0A140T9L0;A0A0G2JJL1;H0Y6G3	B0UZZ8;O15213;A0A1U9X8U7;A0A1U9X8U3;B4DP15;A0A1U9X8W1;B4DNI0;A8K9A1;A8K806;A0A140T9L0;A0A0G2JJL1;H0Y6G3	WD repeat-containing protein 46	C6orf11;WDR46	30.49819	30.23911	30.38587	30.31819	30.21928	30.42792	0.052594503	0.212047194
B0YIW5;P48444;Q6MZV5;B0YIW6;Q6P1Q5;E9PK34	B0YIW5;P48444;Q6MZV5;B0YIW6	Coatomer subunit delta	ARCN1;DKFZp686M09245	27.84751	28.03454	27.64712	28.01701	28.57535	27.82523	-0.296143214	0.51729686
B0YJ76;A0A024RAQ3;P00374;B4DM58;C9JJ68;B3KV46;Q86XF0	B0YJ76;A0A024RAQ3;P00374;B4DM58	Dihydrofolate reductase	DYR;DHFR	24.46195	24.60315	24.78152	25.09539	24.9704	24.63926	-0.286144257	0.804176139
B0ZBD0;Q8WVX7;P39019;M0R2L9;M0QXK4;M0QYF7;M0R140;A0A075B6E2	B0ZBD0;Q8WVX7;P39019;M0R2L9;M0QXK4;M0QYF7;M0R140	40S ribosomal protein S19	RPS19	27.13144	27.7082	27.07143	27.08608	27.85698	27.40746	-0.146486918	0.185104465
B1AHB0;P33992;Q53FG5;A8K521;B4DQ39;B1AHB1;B3KVF0;B4DVK5;Q59F49;B1AHB2;B1AHA9;F8WFD7	B1AHB0;P33992;Q53FG5;A8K521;B4DQ39;B1AHB1;B3KVF0;B4DVK5	DNA helicase;DNA replication licensing factor MCM5	MCM5	32.70293	32.5987	32.6329	32.57296	32.58085	32.62775	0.050988515	0.657181911
B1AK66;Q8TAD8;B4DDK7;B4DLV6;B4DUU3	B1AK66;Q8TAD8;B4DDK7;B4DLV6	Smad nuclear-interacting protein 1	SNIP1	27.2498	26.79724	27.01468	26.93292	26.59135	27.31363	0.074602763	0.109610441
B1AKJ5;O43847;B4DRI0;Q6UUU9;G3V1R5;Q96L67;F5H7V1;B4DYV0;H0Y5G9	B1AKJ5;O43847;B4DRI0;Q6UUU9;G3V1R5;Q96L67;F5H7V1;B4DYV0	Nardilysin	NRD1	26.81922	26.64471	26.75022	26.6799	27.02073	27.02517	-0.170549393	0.61170678
B1ALW7;Q14746;B7Z2Y2;B7Z819;B7Z7N2;V9GY21	B1ALW7;Q14746;B7Z2Y2;B7Z819;B7Z7N2	Conserved oligomeric Golgi complex subunit 2	COG2	25.89245	25.94295	25.28975	26.36838	26.72221	25.96477	-0.643401464	0.995353596
B1AQP2;Q9UHV9	B1AQP2;Q9UHV9	Prefoldin subunit 2	PFDN2	25.77482	25.76921	25.84608	25.98594	26.01969	25.57923	-0.064913432	0.170807282
B1AT47;Q9Y692;B2RCN8	B1AT47;Q9Y692;B2RCN8	Glucocorticoid modulatory element-binding protein 1	GMEB1	24.77555	24.69243	24.92497	23.20035	23.48677	24.63417	1.023885727	1.085799643
B2R4C1;P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;Q76N53;B8ZZK4	B2R4C1;P62899;H7C2W9;C9JU56;B7Z4E3;B7Z4C8;Q76N53;B8ZZK4	60S ribosomal protein L31	RPL31	27.43722	27.45873	27.59811	27.39885	27.71247	27.40511	-0.007453918	0.021595712
B2R4N3;A0A024R7B0;Q9BZL1;K7EQ43	B2R4N3;A0A024R7B0;Q9BZL1	Ubiquitin-like protein 5	UBL5	24.13829	24.39257	24.39859	23.92542	24.0491	24.22361	0.243771235	0.935649166
B2R4R0;P62805;Q0VAS5;Q6B823	B2R4R0;P62805;Q0VAS5	Histone H4	HIST1H4H;HIST1H4A	36.21466	36.44879	36.26839	36.37141	36.33922	36.41483	-0.064542135	0.363491184
B2R4R9;P62857	B2R4R9;P62857	40S ribosomal protein S28	RPS28	26.29897	26.26553	26.28502	26.16515	26.42544	26.34002	-0.027031581	0.128464251
B2R514;E7EM64;Q7L5N1;B4DHR8;H7C3T0	B2R514;E7EM64;Q7L5N1	COP9 signalosome complex subunit 6	COPS6	25.8779	26.13598	25.95682	25.83113	25.93285	25.68859	0.172709147	0.762926608
B2R5J1;I3L3J4;H6UMI1;Q6IAW1;O95166	B2R5J1;I3L3J4;H6UMI1;Q6IAW1;O95166	Gamma-aminobutyric acid receptor-associated protein	GABARAP	24.85529	24.54763	24.69525	24.91246	25.02399	24.73583	-0.191370646	0.715894936
B2R5U3;Q9H4M9;A0A024R571;B4DMV9;B4DR44;B4DTR4;C9JC03;B4DZH9;C9J2Z4;C9JDQ8;C9JIJ3;C9IZH1	B2R5U3;Q9H4M9;A0A024R571;B4DMV9;B4DR44;B4DTR4;C9JC03;B4DZH9;C9J2Z4	EH domain-containing protein 1	EHD1	23.47927	25.32316	24.94396	25.37948	25.3159	25.35582	-0.768268585	0.61304898
