Accession	naive_primed	primed_primed2i	naive_naive2i
AC099066.3	0.578302698	0.640360568	0.402573492
AC099314.1	0.482642406	0.664171597	0.249452697
AC099332.2	0.460184729	0.722768596	0.156242584
AC099335.1	0.351055386	0.589363599	0.401477539
AC099336.2	0.925151552	0.775449326	0.435122564
AC099340.1	0.12010119	0.750560275	0.263575151
AC099343.3	0.526957252	0.26583355	0.499758799
AC099344.3	0.838930741	0.107911775	0.751099508
AC099487.1	0.530147669	0.983409342	0.231422886
AC099489.1	9.40E-11	0.182180944	0.746809829
AC099513.1	0.32911969	0.945844256	0.890456628
AC099521.1	0.725235932	0.826270597	0.145067148
AC099521.2	0.285526167	0.916842741	0.794474471
AC099521.3	0.3501503	0.945073498	0.590421504
AC099522.2	0.158767981	0.163400755	0.673351306
AC099568.2	0.472073786	0.931644581	0.875578642
AC099661.1	0.550449524	0.461139534	0.557483837
AC099667.1	0.740373809	0.476015369	0.823709325
AC099677.1	0.884567115	0.436118798	0.562944807
AC099677.4	4.97E-09	0.613078715	0.956040874
AC099778.1	0.687321848	0.634825084	0.25510987
AC099789.1	0.840772778	0.685609839	0.660881723
AC099794.1	0.299676751	0.333483353	0.477162207
AC099811.1	0.166595132	0.529926039	0.917079816
AC099811.5	0.285901499	0.130820246	0.249824957
AC099850.1	0.129190799	0.583946061	0.233325907
AC099850.3	0.000315049	0.642970421	0.570789403
AC100771.2	0.566672207	0.587877719	0.674535346
AC100774.1	0.693774805	0.156239094	0.222079797
AC100778.2	0.870915459	0.259892646	0.555330817
AC100786.1	0.181569171	0.521445534	0.618931465
AC100810.1	0.170022109	0.655540897	0.795919871
AC100814.1	0.017067406	0.54037534	0.595449244
AC100821.1	0.002898684	0.709488893	0.299039793
AC100821.2	0.048560426	0.06711828	0.21628564
AC100827.4	0.656661335	0.728427638	0.521575845
AC100830.1	0.008989382	0.268919634	0.62075383
AC100830.2	0.087183474	0.405425965	0.93546165
AC100847.1	0.848984412	0.436656942	0.095747407
AC102945.1	0.990121786	0.661532233	0.668199928
AC102945.2	1.85E-09	0.58933205	0.096793521
AC102953.2	0.835616902	0.447269851	0.501981191
AC103563.9	0.543310492	0.899471434	0.534394694
AC103591.2	0.604747005	0.356028646	0.765431259
AC103591.3	0.930173416	0.935110148	0.831188019
AC103591.4	0.466166884	0.983951244	0.146977239
AC103691.1	0.099910279	0.209575411	0.991593876
AC103703.1	0.975965498	0.674127072	0.452545167
AC103705.1	0.911400369	0.307818023	0.34031629
AC103706.1	0.508390489	0.490560252	0.140045731
AC103736.1	0.001480508	0.277650271	0.697927886
AC103739.1	0.590872482	0.903386177	0.966281143
AC103739.3	0.513481945	0.658544422	0.781292724
AC103740.1	0.821191598	0.110563285	0.589530699
AC103760.1	0.343194456	0.295349765	0.746083936
AC103810.1	0.217060564	0.786503641	0.991146445
AC103810.3	0.808497647	0.965651635	0.749095456
AC103843.1	0.203712634	0.490593338	0.966214398
AC103858.3	0.249621992	0.618678431	0.272563762
AC103923.1	0.130565364	0.985836905	0.553978525
AC103952.1	0.010486358	0.367282585	0.888813048
AC103988.1	0.573629984	0.796313497	0.212189046
AC104024.4	0.415717067	0.576348963	0.612932039
AC104041.1	0.001562947	0.508367612	0.904330596
AC104066.1	0.10118228	0.272072338	0.202974181
AC104066.3	0.128244569	0.821642707	0.236221232
AC104073.3	0.042204025	0.085734757	0.906325081
AC104073.4	4.34E-10	0.787883814	0.720513991
AC104109.2	0.790151166	0.817497651	0.447503658
AC104109.4	0.954772959	0.303400189	0.187848809
AC104113.1	0.713548015	0.352986619	0.842035378
AC104115.2	0.714524786	0.267909798	0.66805368
AC104117.3	0.278976791	0.424919223	0.795717712
AC104118.1	0.206416903	0.625299409	0.250800501
AC104134.1	0.249678547	0.178884482	0.734487645
AC104162.1	0.794720359	0.715581819	0.613231055
AC104162.2	0.955124442	0.416775338	0.436200185
AC104170.1	0.853451281	0.397034195	0.515723369
AC104187.1	0.488666041	0.529226815	0.625264488
AC104257.1	4.56E-93	0.061797652	0.133598258
AC104304.1	0.320581273	0.886843566	0.583773471
AC104333.2	0.086192941	0.065536013	0.965401307
AC104333.4	0.349144633	0.497194367	0.317907838
AC104335.1	0.002699659	0.633883932	0.594761138
AC104365.1	0.845662912	0.798806853	0.895980681
AC104446.1	0.036463569	0.191034492	0.891765245
AC104447.1	8.27E-23	0.622593386	0.177203373
AC104452.1	0.813022047	0.788024635	0.574990992
AC104457.1	0.843773938	0.760679034	0.998310704
AC104461.1	1.55E-130	0.766907361	0.937632534
AC104472.1	0.242712264	0.715892189	0.528841231
AC104472.4	0.115049964	0.092967067	0.466124202
AC104472.5	0.256124814	0.318616282	0.810994953
AC104506.1	0.147177254	0.808257771	0.882268555
AC104561.1	0.012332282	0.651695192	0.132552983
AC104564.2	0.57365196	0.945419424	0.872172639
AC104564.3	0.016601045	0.462230837	0.389021814
AC104564.5	0.836109375	0.931668458	0.24850003
AC104581.4	0.006862628	0.13395316	0.701068436
AC104596.1	2.33E-11	0.709801431	0.719615719
AC104619.3	0.645165067	0.724507999	0.222546129
AC104655.1	0.388244084	0.209003378	0.643974496
AC104758.1	0.241709232	0.071487069	0.353718447
AC104758.3	4.05E-23	0.301139681	0.690881892
AC104763.1	0.022619785	0.179194249	0.660663881
AC104785.1	0.992381454	0.34638912	0.191327704
AC104791.1	2.18E-20	0.957388399	0.002358047
AC104791.2	0.291240401	0.210242279	0.099812803
AC104794.2	0.011510106	0.154327706	0.551029222
AC104806.2	0.116857336	0.649995332	0.621729412
AC104819.1	0.154251717	0.71347183	0.759769084
AC104819.3	0.002146184	0.678051611	0.98057868
AC104825.1	0.001089597	0.946806336	0.656484802
AC104837.1	0.005719095	0.884469095	0.035967854
AC104841.1	2.61E-06	0.534449471	0.595741596
AC104850.2	0.058042219	0.249369243	0.625394174
AC104938.1	0.719086904	0.30818934	0.906921376
AC104971.1	0.005585321	0.205819812	0.941578267
AC104986.1	0.796748677	0.827334099	0.695071313
AC104986.2	0.00135681	0.662126682	0.535267014
AC105020.1	0.002771991	0.817596167	0.9856588
AC105036.3	0.233172238	0.281974323	0.934976948
AC105052.2	0.845605613	0.809503533	0.200217928
AC105118.1	0.287918053	0.328840748	0.029650663
AC105129.1	0.400470533	0.497501749	0.258615223
AC105137.2	0.564543331	0.277130173	0.26515967
AC105206.2	0.001157507	0.664805981	0.454020488
AC105250.1	0.050581027	0.801684245	0.928439481
AC105285.1	8.52E-08	0.786780375	0.828826813
AC105339.1	0.281822099	0.88720007	0.339848933
AC105339.2	0.473712662	0.189208689	0.736594528
AC105339.5	0.782279291	0.565102104	0.666560582
AC105342.1	0.954936574	0.1774808	0.783646505
AC105345.1	3.25E-19	0.176385564	0.889238391
AC105429.1	0.141961957	0.228985232	0.323992635
AC105450.1	0.090838327	0.420000182	0.596965177
AC105460.1	0.657173016	0.700871853	0.822047729
AC105749.1	0.73582994	0.08920731	0.026118327
AC105916.1	0.746374852	0.883036298	0.485357496
AC105942.1	7.67E-25	0.410718708	0.969542318
AC106028.3	0.002312425	0.034079957	0.055161987
AC106037.2	0.965338386	0.303727166	0.973456522
AC106038.1	4.67E-05	0.849616289	0.225581258
AC106782.2	0.724943587	0.087664514	0.90128505
AC106782.6	0.463315326	0.635316999	0.259207792
AC106786.2	0.134848643	0.115665499	0.153051144
AC106793.1	0.465072116	0.20526269	0.573691839
AC106795.2	0.178063789	0.932695655	0.197129837
AC106798.1	0.723050051	0.526678509	0.487097774
AC106799.1	0.868186279	0.465865554	0.919303022
AC106799.2	1.69E-23	0.719892706	0.979456321
AC106800.1	0.755001546	0.47484367	0.987554718
AC106820.1	0.345706173	0.703671229	0.809367171
AC106820.2	0.909492644	0.515300223	0.676684742
AC106820.3	0.713284809	0.432357563	0.994196351
AC106820.4	3.31E-05	0.536143474	0.195721398
AC106820.5	0.254964801	0.890947477	0.099794215
AC106864.1	0.00148318	0.549461586	0.354371455
AC106865.2	0.385716868	0.523064696	0.476917048
AC106872.12	0.01040035	0.66119032	0.548127146
AC106875.1	3.69E-05	0.094911567	0.770025257
AC106886.4	0.455784584	0.421137335	0.768745978
AC106886.5	0.012366762	0.703054791	0.688154086
AC106897.1	7.46E-06	0.781976672	0.170139215
AC106900.1	0.008039517	0.642203668	0.246324809
AC107021.2	0.000260021	0.404450387	0.035755101
AC107027.3	0.052073767	0.678016048	0.257760601
AC107068.1	0.747549637	0.793677362	0.948159548
AC107071.1	0.026041837	0.486840834	0.876827948
AC107072.2	0.782305703	0.166141395	0.502146035
AC107075.1	0.000832976	0.998021183	0.400585173
AC107081.2	0.910833758	0.251194218	0.459810807
AC107081.4	0.00664603	0.026215021	0.452273799
AC107214.1	0.152565599	0.81842584	0.942074848
AC107214.2	0.182908162	0.679070172	0.396073124
AC107223.1	0.021026228	0.709092762	0.713396507
AC107294.2	2.06E-09	0.47035065	0.322395971
AC107375.1	0.025143686	0.157224785	0.222456564
AC107464.1	2.62E-07	0.392279081	0.997879825
AC107464.3	0.173112618	0.940002712	0.226615926
AC107871.1	0.057812663	0.69748161	0.117480221
AC107871.2	0.154303756	0.296898438	0.985416831
AC107918.4	0.869732654	0.479320713	0.722382497
AC107952.2	0.186729211	0.585149421	0.565211405
AC107956.1	0.232759167	0.720422586	0.428016604
AC107959.1	0.069523036	0.76647488	0.182874854
AC107993.1	0.582539455	0.716366395	0.678694974
AC108010.1	3.46E-06	0.771525041	0.70197726
AC108021.1	0.709404092	0.594035118	0.572757304
AC108022.1	0.126666386	0.888339486	0.860014204
AC108047.1	0.422552322	0.607752739	0.897457441
AC108073.2	0.804667146	0.465794146	0.833476242
AC108134.1	0.098328689	0.499665095	0.507755066
AC108161.1	0.984745399	0.903691489	0.695144903
AC108448.1	4.64E-05	0.98592606	0.270090434
AC108449.2	0.037408828	0.827903753	0.793988024
AC108463.1	0.14840737	0.611438495	0.542022844
AC108463.3	0.87818175	0.783626214	0.828671581
AC108471.2	0.272789989	0.441757306	0.288763537
AC108479.3	0.721261524	0.188821785	0.634637178
AC108488.2	0.004833912	0.807787363	0.646501673
AC108488.3	1.85E-35	0.007986701	0.927453975
AC108519.1	0.001459953	0.718193772	0.698613899
AC108673.2	0.021340114	0.241376658	0.177233558
AC108673.3	0.738154844	0.127474498	0.361799923
AC108688.1	0.611328677	0.741503449	0.375525338
AC108693.1	0.229474733	0.851867218	0.198822985
AC108693.2	0.71295147	0.21882573	0.831427039
AC108704.2	0.000713359	0.185639037	0.188569128
AC108721.2	1.13E-17	0.070281923	0.324106711
AC108727.1	0.593278694	0.987463374	0.262971644
AC108860.1	0.797940182	0.288612331	0.792441195
AC108860.2	0.778370321	0.676577687	0.338372229
AC109322.1	0.871608652	0.974106392	0.702450172
AC109326.1	0.000174022	0.700748636	0.031977362
AC109347.1	0.166907523	0.674560724	0.989776807
AC109439.2	0.554472342	0.460281148	0.058997094
AC109449.1	0.730550085	0.858389664	0.171315965
AC109454.2	0.10873882	0.262729176	0.474225609
AC109454.3	1.92E-05	0.326416915	0.012919752
AC109454.4	0.644988744	0.617838377	0.737964009
AC109460.1	0.296583154	0.315298882	0.268017762
AC109460.2	0.018883513	0.703471669	0.022970333
AC109460.3	0.709690879	0.136889267	0.338226047
AC109583.3	0.133319111	0.622134842	0.863197123
AC109587.1	0.591528728	0.947242934	0.982919914
AC109631.1	0.683604857	0.748562366	0.504747681
AC110079.1	0.005001484	0.522230992	0.708588914
AC110285.2	0.798670454	0.020901217	0.940288901
AC110285.6	3.78E-05	0.000368598	0.394345731
AC110373.1	0.56024395	0.996074185	0.213167133
AC110611.1	0.234305908	0.986345747	0.87504311
AC110619.1	0.713847461	0.72095752	0.867730026
AC110769.2	0.215766411	0.967853351	0.674088871
AC110994.2	0.126585625	0.842998676	0.907236646
AC110998.1	0.275188515	0.511843854	0.885387577
AC111170.1	0.167411539	0.153648288	0.755744917
AC111170.3	1.52E-06	0.26387726	0.491901176
AC112191.2	0.118190917	0.057513401	0.968246133
AC112198.2	0.87202713	0.625806068	0.707672511
AC112206.2	0.0634222	0.360503004	0.118821659
AC112206.3	0.932184599	0.473284015	0.98721155
AC112206.4	0.6514646	0.792983042	0.735794898
AC112220.2	0.000263429	0.839930646	0.913489036
AC112236.2	0.464800563	0.991440811	0.806509493
AC112484.1	0.015191902	0.95223458	0.590207345
AC112484.2	0.353707285	0.472294236	0.799266167
AC112484.3	0.768829251	0.847088005	0.986219308
AC112484.5	0.345022261	0.817549197	0.887048153
AC112491.1	0.659466391	0.855336352	0.711677485
AC112496.1	0.099257086	0.361514874	0.919512715
AC112497.1	0.040052089	0.131013458	0.402073328
AC112512.1	0.401778765	0.877610168	0.526073465
AC112694.1	0.028226093	0.127898233	0.667913384
AC112694.2	0.840381984	0.964988249	0.586564873
AC112719.2	0.536385615	0.601346199	0.874827302
AC112722.1	0.427785259	0.462384378	0.615809307
AC112777.1	0.01328142	0.487493723	0.271982364
AC112907.1	0.130808661	0.841932052	0.511314703
AC112907.2	0.014230103	0.758361664	0.989565217
AC112907.3	0.001565942	0.089632327	0.115979155
AC113191.1	0.182600177	0.415015872	0.423819784
AC113361.1	0.818495465	0.508490116	0.551511047
AC113367.1	0.558884984	0.491239569	0.353161611
AC113382.1	0.773974064	0.273274533	0.325546805
AC113383.1	1.84E-16	0.001492671	0.030689833
AC113398.1	0.385459387	0.948521158	0.994680543
AC113404.3	0.538997965	0.788204014	0.19690423
AC113410.1	0.641292599	0.42289718	0.248839541
AC113410.3	0.291216603	0.370753571	0.879363558
AC113410.4	0.156127286	0.908540306	0.945964377
AC113430.1	0.590916768	0.750424125	0.580375333
AC114271.1	0.037884786	0.093915621	0.444611888
AC114284.1	1.06E-07	0.662772134	0.936366048
AC114291.2	0.035981962	0.863427306	0.77458949
AC114341.1	0.170042377	0.585974457	0.372779969
AC114402.2	0.244620313	0.96755667	0.756905501
AC114490.1	0.001993131	0.619921461	0.368811681
AC114490.3	0.159727771	0.631236085	0.562007001
AC114491.1	0.054612067	0.043317136	0.471509328
AC114495.2	0.01871395	0.57898552	0.815357538
AC114546.2	0.985131719	0.291109781	0.677523787
AC114730.3	0.085073428	0.674687141	0.67594075
AC114760.2	0.204454932	0.922307776	0.970263263
AC114763.1	0.748202212	0.861417713	0.297752696
AC114811.2	0.504939864	0.176712961	0.515503946
AC114939.1	0.908810383	0.731006769	0.491356037
AC114956.3	0.023495593	0.357147888	0.986036432
AC114971.1	0.001031484	0.194441407	0.791940408
AC114980.1	0.418531162	0.917698241	0.815625814
AC115223.1	0.084242582	0.722677906	0.304332449
AC115282.2	0.625271565	0.368958456	0.844338579
AC115284.2	0.028904692	0.656885253	0.261387322
AC115284.4	0.000153885	0.44529042	0.694692583
AC115285.1	0.833986374	0.720538232	0.692981511
AC115618.1	0.026846792	0.932137773	0.392273548
AC115837.1	0.973637879	0.934569335	0.866941025
AC115837.2	0.416372059	0.317780223	0.327828579
AC115989.1	0.582933236	0.046853074	0.797587428
AC116021.1	0.151115444	0.868997384	0.888239673
AC116025.2	0.888088644	0.728340788	0.820802974
AC116158.1	0.045275548	0.181341671	0.643571347
AC116158.3	0.00031408	0.852201698	0.852509945
AC116317.1	0.81374623	0.320008125	0.413320483
AC116353.5	0.921566695	0.593096894	0.967273374
AC116407.1	0.201835465	0.843134827	0.612450155
AC116407.3	0.622149865	0.84937895	0.499046548
AC116407.4	0.271086438	0.546909473	0.145884354
AC116533.1	0.548972189	0.907575086	0.228529642
AC116535.1	0.030510396	0.447548707	0.957391537
AC116562.4	0.190489966	0.858065243	0.868873604
AC116565.1	2.12E-20	0.396246332	0.006307713
AC116913.1	0.249684895	0.783633662	0.788445788
AC116914.2	0.607443128	0.424816715	0.782980628
AC117382.1	0.815515162	0.943043894	0.969244246
AC117402.1	0.00870338	0.147555128	0.847561603
AC117409.1	0.249031954	0.100587083	0.710999024
AC117489.1	0.768907364	0.826091911	0.380471469
AC117490.2	0.423038466	0.212462988	0.689616144
AC117500.2	0.05994542	0.711059764	0.170161665
AC117503.2	0.357472244	0.566084783	0.925272561
AC117503.3	0.413275907	0.627275975	0.699367044
AC117503.4	0.113528306	0.223743839	0.438173891
AC117503.5	0.67220286	0.728956217	0.84364996
AC118344.1	0.001829683	0.330714526	0.64927904
AC118344.2	0.000270397	0.485792705	0.57906547
AC118549.1	0.055762691	0.332646308	0.331070779
AC118553.2	0.087263854	0.995778185	0.328324482
AC118754.1	0.306647437	0.339490704	0.326079738
AC118757.1	0.522899917	0.070080998	0.749171852
AC118758.3	0.04854675	0.224697841	0.151179973
AC119396.1	0.832798185	0.066993303	0.671007431
AC119403.1	0.385716989	0.450408104	0.329219928
AC119427.1	0.11979339	0.835781739	0.503202686
AC119673.2	8.49E-05	0.807872675	0.023386404
AC120049.1	0.132470418	0.707215452	0.837002626
AC120053.1	2.05E-06	0.64039379	0.8686294
AC120057.3	0.187071774	0.258222268	0.013915989
AC120114.1	5.09E-08	0.114101657	0.852686838
AC120114.3	0.038314456	0.624084999	0.407214431
AC120349.1	0.934157427	0.913921871	0.743526642
AC120498.10	0.008849506	0.695765705	0.433349032
AC120498.9	0.040948332	0.233364345	0.634397815
AC121493.1	0.556100782	0.759984803	0.755711694
AC121761.1	0.038961438	0.636004252	0.803209613
AC122129.1	0.129706633	0.491880618	0.08692507
AC122688.3	0.000105621	0.81490955	0.993126403
AC122688.4	0.239007363	0.646715792	0.947749697
AC122713.2	0.012650852	0.176201281	0.269678041
AC122719.3	0.263014068	0.922697046	0.700200373
AC123769.1	0.598914684	0.653378981	0.73973159
AC124016.1	0.023877951	0.690485577	0.917149248
AC124016.2	0.016768483	0.43173673	0.297037618
AC124066.1	0.091812105	0.826381139	0.401740181
AC124068.2	0.015091608	0.541783722	0.156662591
AC124242.1	0.168324331	0.371794133	0.661798629
AC124248.1	0.003558904	0.372348541	0.79521508
AC124248.2	0.841316185	0.794986408	0.740947755
AC124254.1	0.127567316	0.787494829	0.563102938
AC124283.2	0.1124274	0.954860645	0.336978133
AC124283.3	0.381169949	0.382157927	0.741695031
AC124283.4	0.083145108	0.028109839	0.880087499
AC124283.5	0.66463421	0.510326153	0.432922787
AC124303.1	0.500860243	0.604962713	0.899525241
AC124312.4	0.038958859	0.969430931	0.755293408
AC124319.1	0.004838086	0.208678686	0.390080949
AC124319.2	0.002119765	0.733546578	0.477776351
AC124319.3	1.48E-16	0.588607929	0.154315241
AC124798.1	0.386595673	0.410308605	0.212349644
AC124852.1	0.000113847	0.352734069	0.191964741
AC124856.1	0.709320563	0.840591892	0.336769162
AC124916.1	0.714740451	0.592370061	0.500131493
AC124944.1	0.434297886	0.916136749	0.559861488
AC124944.2	0.847041017	0.279953787	0.246114508
AC124944.3	0.000439374	0.958731692	0.788765752
AC124947.1	0.11676539	0.257226553	0.923801888
AC125232.2	0.029111605	0.655474894	0.984826361
AC125437.1	0.000496812	0.202734144	0.717259072
AC125437.2	0.984075297	0.546678978	0.54847116
AC125494.1	0.972170658	0.714890777	0.335447187
AC125611.2	0.834965688	0.397543256	0.295381873
AC125611.4	0.056319123	0.707218302	0.605122381
AC125616.1	0.247073234	0.815970184	0.183723596
AC125807.2	3.45E-05	0.605751162	0.337324807
AC126118.1	0.807146616	0.960863385	0.90493157
AC126177.5	1.58E-10	0.296632638	0.993260277
AC126177.6	0.00049693	0.168324401	0.640060679
AC126182.3	0.047465727	0.876748372	0.471673429
AC126389.1	0.501662095	0.741751295	0.505879051
AC126474.1	0.771449934	0.15681475	0.777694375
AC126474.2	0.46367516	0.453551906	0.30573419
AC126615.1	0.173472277	0.854522611	0.678255345
