Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
MBOAT2	9.618710818	9.808462795	9.519023474	9.818437322	9.708256045	9.487985128	9.342506208	9.6354226	9.674162299	8.647289463	9.012076138	9.134094198
AC093904.2	2.233785714	1.961824861	0	0	2.647153715	0	0	0	0	0	0	0
AC093904.4	0	2.955362961	1.811144853	1.533447487	2.462643589	1.780838754	0	0	0	0	0	0
AC093904.3	0	0	0	0	0	0	1.816458915	0	0	0.823048594	1.828228788	0
ASAP2	9.477818658	9.559963337	9.329475408	9.55874612	9.655420119	9.384859172	8.651133675	8.39054799	8.21049296	9.135638843	9.121843881	8.841589284
EIF1P7	0	0	0	1.941914322	0	0.857651675	1.177010844	0	1.410613601	0	0	0
ITGB1BP1	8.273003974	8.031213063	8.524269619	8.015071453	8.201128111	8.697537606	8.57684557	8.657300593	8.631368973	8.451993123	8.383300804	8.776261447
CPSF3	11.3350449	11.21743508	11.47197255	11.20050256	11.18895335	11.37488198	10.7742735	10.77173186	10.90431091	10.80885674	10.81947178	10.92287699
IAH1	3.983191111	4.343665607	5.271952163	4.831579806	4.771965257	3.806672675	8.355876254	8.262499881	8.304307497	8.192313698	8.12443112	8.210804281
ADAM17	10.09728605	10.16687338	10.17292573	10.12788194	10.10688109	9.996886529	10.58589503	10.60267669	10.59809062	10.6923121	10.68174259	10.67798809
AC080162.1	2.712705702	2.763642785	2.119558269	2.932001872	2.810719665	2.086901014	3.098700626	2.238067221	2.11003049	2.0273529	0	2.044263835
AC073195.1	4.142944211	3.653309606	4.705539232	3.51364503	3.934405074	4.918152792	3.296831344	4.096751	3.081213387	3.64813256	3.113204622	2.044263835
YWHAQ	13.04267714	13.02869608	13.06788275	12.9274797	12.89471102	13.2403454	12.5978661	12.49238208	12.70289756	12.57429681	12.55251285	12.55306734
TAF1B	9.340330124	9.310894854	9.346257722	9.155773612	9.211542611	9.167781968	9.584465554	9.575761338	9.70459068	9.771447247	9.880076489	9.716861977
AC010969.2	6.26538362	5.903907486	5.935953678	6.43069571	5.861838189	5.770768183	6.236561683	5.550006999	6.500787921	6.225689154	6.475892136	6.612698277
GRHL1	6.316560475	5.757155981	5.79093207	6.492719627	6.307655906	5.099949017	9.394794161	9.621871974	9.674162299	9.645489258	9.640588641	9.66782677
AC104794.2	6.710154237	6.76951145	6.564942747	6.888445986	7.249451649	6.831370556	6.08400346	6.111800182	5.883805862	5.912262205	6.045502276	5.581032197
KLF11	8.401022989	8.621424884	8.30143774	8.633018494	8.62321776	8.285536576	11.00778382	10.72602076	10.91983255	11.00140129	10.91023824	10.85878043
CYS1	2.493028031	3.653309606	2.777117774	2.740777035	3.32546087	1.780838754	3.62640446	4.197630754	4.202752453	3.964737661	3.641492616	4.055120803
RRM2	11.59979499	11.24638217	11.40769151	11.54409808	11.17212507	11.53781822	11.40128034	11.39410713	11.55531903	11.28144869	11.34385309	11.39743588
AC007240.1	0.945545212	1.551079271	2.373512039	0.961537214	1.324284239	1.780838754	1.816458915	1.16299331	0.871253083	1.725706862	1.186186261	2.044263835
HPCAL1	7.624205569	7.690582153	7.63827165	8.279817111	8.129324207	8.471958167	7.759184869	7.647556845	7.807796237	7.940088423	7.903998032	7.459260619
ODC1	11.92206047	11.44773918	12.38300974	11.78545431	11.27334211	12.174737	12.03976858	12.10051127	12.21601341	12.23632787	12.49150892	12.3247645
SNORA80B	1.511889579	1.551079271	0.876882044	0	0	0	1.177010844	0	1.802297929	0	3.113204622	0
ODC1-DT	6.382089217	6.717533708	6.253160982	6.189847594	6.721563955	6.470948755	5.536015982	6.495431481	5.66547983	5.855899875	5.770067259	5.379210522
NOL10	9.847622842	9.580114672	10.07004094	9.592775402	9.458218478	9.667264698	10.0740889	10.2778158	10.20683548	10.136329	10.18044793	10.13280979
RN7SL832P	3.07164815	3.759939612	3.227128281	2.740777035	3.212954352	2.339260426	2.257986488	3.448071447	2.363523009	3.119589346	3.641492616	2.507652902
ATP6V1C2	5.797767289	5.441881171	5.391757632	5.508651652	5.824034362	5.460761386	6.901365859	6.698425165	6.590420432	6.668989906	6.962594241	6.940877029
AC092687.3	3.07164815	3.952121125	3.350557202	2.740777035	4.193534551	3.53071028	4.011937249	4.197630754	3.834712907	4.034110855	3.781888659	3.139398891
PDIA6	12.6040753	12.44523548	12.8649666	12.68545224	12.55851297	12.96871933	12.21147883	12.22373995	12.34785464	12.30810404	12.29130197	12.26052711
KCNF1	6.194195285	5.079641232	5.605106816	6.956055357	6.037287933	6.430771378	2.257986488	0	0.871253083	1.343851745	2.270981161	2.507652902
AC062028.2	1.917527128	0	1.418354233	1.941914322	1.324284239	0	1.177010844	2.238067221	2.363523009	1.343851745	3.113204622	3.139398891
AC062028.1	0.945545212	0.974662474	0.876882044	3.251939278	0.809038275	3.054636104	1.816458915	0	0.871253083	2.276705773	1.828228788	0
C2orf50	2.233785714	2.542482646	2.58938312	2.740777035	2.647153715	2.339260426	1.177010844	1.798436614	1.410613601	1.725706862	2.88313614	2.507652902
PQLC3	7.759812051	8.215827495	7.995859053	8.004465519	8.045569049	7.900512366	10.03473834	9.796879076	9.897557268	10.00210487	9.824335073	9.866817297
ROCK2	10.72664513	10.85353376	10.76477219	10.82217483	11.02107927	10.50240825	10.72137483	10.81703032	10.73354343	10.79892549	10.78442777	10.92403751
PPIAP60	0	0	1.811144853	0.961537214	0	2.086901014	1.177010844	0	0.871253083	0	0	1.357447143
AC099344.2	0	0	0.876882044	1.533447487	2.002944579	0	0	0	0	0.823048594	0	0
AC099344.3	3.222379414	3.124568183	1.811144853	4.24794964	3.429824881	3.720420176	3.098700626	2.847210617	1.802297929	3.459277632	0	1.357447143
E2F6	7.753635593	7.914864436	7.972027721	7.944696797	7.894172528	8.045027702	8.108080248	7.980486496	8.334270628	8.390496159	8.262663411	8.480618705
GREB1	10.00019415	10.36887015	9.902386697	10.60769433	10.67258579	10.48371108	8.93751599	8.570614382	8.766620164	9.016424972	8.964982354	8.826774052
RNA5SP84	0	0	2.58938312	1.533447487	0	0	0	0	0	0	1.828228788	0
RN7SL674P	3.358841516	2.955362961	2.58938312	2.932001872	3.090926429	3.53071028	1.177010844	1.16299331	0	1.725706862	1.186186261	2.85783274
NTSR2	0	0	0	0.961537214	0.809038275	0	0	1.798436614	0.871253083	0.823048594	0	2.507652902
LPIN1	9.447527917	9.406326897	9.589632419	9.967856307	9.710847722	9.872421741	11.82540475	11.67345597	11.56206115	11.80845457	11.48407113	11.53443494
AC106875.1	5.956765138	5.473564908	5.141289277	6.171002249	6.020672526	6.007705298	4.120519134	3.274188258	3.452992364	3.556793131	3.311580062	3.577271258
AC012456.1	0	0	2.119558269	0	2.002944579	0	0	0	0	0	0	0
AC012456.2	0	1.551079271	0	0	1.324284239	0	0	1.16299331	0	0	0	0
MIR3681HG	3.222379414	2.542482646	3.350557202	3.251939278	2.810719665	3.425598378	1.816458915	0	1.802297929	2.0273529	1.186186261	1.357447143
RF00093	2.712705702	3.124568183	1.418354233	2.740777035	1.703158005	2.906253842	0	0	0	0	0	0
AC009486.2	0.945545212	2.281171668	3.464253441	2.932001872	3.429824881	2.5539792	0	0	0	0.823048594	1.828228788	0
TRIB2	11.68867286	11.46901726	11.74022283	11.70708726	11.75075283	11.8926855	7.032222613	7.351709737	7.098002296	7.559723312	7.986125526	7.673137941
AC064875.1	0.945545212	1.551079271	1.418354233	2.259885606	3.861635435	2.740842137	0	1.798436614	0	0	0	0
AC093912.1	0	0	0	0	0	0	2.257986488	1.16299331	2.11003049	2.674456859	1.186186261	2.507652902
LRATD1	7.753635593	7.585758116	7.582704234	7.453835348	7.339290857	7.39480376	0	1.798436614	0.871253083	1.725706862	0	0
NBAS	10.83737977	11.05937884	11.15176339	10.98680101	11.0632674	11.09696856	11.28652005	11.04143066	11.12659579	11.21858019	11.21586049	11.1381799
DDX1	11.80523668	11.60397157	12.09822418	11.6067938	11.56306153	11.66051472	11.32390524	11.32679702	11.4142814	11.32578472	11.39394726	11.57858404
MYCNOS	5.506017784	6.07889831	5.854877051	5.281525796	5.861838189	5.406550341	5.413309003	5.345357078	6.225030842	5.582482783	5.899011095	5.432373905
MYCN	10.27490279	10.28987488	10.03940922	10.14367507	9.890760338	9.98306123	10.85703613	10.96567927	10.9467515	10.98397525	10.89968154	10.996434
AC130710.1	0	0	0	0	1.703158005	2.740842137	2.257986488	4.197630754	2.363523009	2.0273529	1.186186261	3.139398891
AC010745.2	2.712705702	0	0	1.941914322	0	1.391862627	0	0	0	0.823048594	0	0
FAM49A	7.444156837	7.663365316	8.065078374	8.126863573	8.097988114	8.448673977	4.120519134	3.743316111	4.136275145	3.459277632	3.311580062	4.610859858
RAD51AP2	3.358841516	2.763642785	2.58938312	3.834243246	3.429824881	2.740842137	0	0	0	1.343851745	1.828228788	1.357447143
VSNL1	10.59551922	10.10752721	10.88258444	10.4785801	10.34488451	11.03801316	6.187479824	5.976381272	5.962654916	6.069231262	6.017369903	6.305891886
SMC6	11.36422144	11.38038843	11.50805024	11.10072026	11.23469416	10.91537835	11.94327887	12.13629596	11.98497017	11.89432781	11.86666108	12.04223557
GEN1	9.334134568	9.476419513	8.983526395	9.437830138	9.546467778	8.790429807	9.665110677	9.804896219	9.963747215	9.771447247	9.939377552	10.12071402
KCNS3	8.412829714	8.788189406	8.394022192	9.193613518	9.307128517	8.821837714	7.202467315	7.075054033	6.979761374	7.430605782	7.168486322	7.267786223
AC079148.1	0	1.551079271	2.119558269	3.100821274	2.647153715	0	0	0	0	2.489245621	1.828228788	3.139398891
RDH14	8.122957238	8.088607884	8.065078374	8.301639806	8.186305633	8.196484456	8.533313735	8.432549748	8.356341533	8.41020092	8.232389704	8.15654377
NT5C1B	0	0	0	0	0	1.780838754	2.257986488	1.16299331	0.871253083	0.823048594	0	1.357447143
LINC01376	4.593826688	4.343665607	4.214470328	4.510318032	5.15356148	4.356853114	3.47100858	4.096751	1.410613601	2.985912803	2.609286169	3.139398891
OSR1	1.511889579	1.551079271	2.119558269	1.941914322	1.703158005	1.391862627	3.62640446	2.847210617	3.748328731	2.276705773	1.828228788	2.85783274
LINC00954	4.41752612	5.037864746	4.078237609	4.78276213	4.922658435	1.780838754	1.177010844	1.16299331	2.11003049	0	2.270981161	0
TTC32	7.451807163	7.526573275	7.186833063	7.020637663	7.852530708	6.768283319	6.417721479	6.413909616	5.567973062	6.19572561	6.300229127	6.612698277
AC013400.1	0.945545212	0	0.876882044	0.961537214	2.251026904	1.391862627	0	0	0	1.343851745	0	1.357447143
WDR35	9.712448762	10.00961665	10.06666936	9.248575131	9.493265559	9.219795974	5.913384247	5.695098283	6.347618736	6.579003248	6.536617177	6.388923597
AC079145.1	4.593826688	4.273399977	4.338941351	4.449062299	5.059089325	4.664630139	0	2.238067221	1.802297929	2.489245621	1.828228788	0
MATN3	7.482009123	7.592988378	7.365752244	7.406284177	8.117652788	7.840439653	6.352423095	6.455246288	6.663051047	7.193451899	7.048507957	6.846103429
LAPTM4A	11.94663454	11.96673687	11.96572614	11.8590472	11.93327465	11.99353047	12.33845417	12.20682131	12.43771573	12.41233942	12.32862809	12.4108921
AC098828.2	0	0.974662474	0	2.520276096	0.809038275	1.391862627	1.816458915	0	0.871253083	1.343851745	0	0
AC098828.3	0.945545212	2.955362961	0.876882044	0	0	0	0	0	0	1.725706862	0	0
SDC1	9.479690878	9.673447358	9.291467325	9.179539604	9.465910165	8.971708089	5.913384247	6.495431481	6.208948178	6.432535069	6.073096548	5.839034815
AC007041.1	0.945545212	1.961824861	1.811144853	1.533447487	1.703158005	3.054636104	1.816458915	3.87099289	3.452992364	2.985912803	3.781888659	3.577271258
PUM2	12.04474636	12.05118764	12.19353022	11.87186781	11.84312749	11.76182918	11.89393578	11.82355266	11.91884233	11.87229837	11.94575804	11.93522335
RHOB	9.718803697	9.389816038	9.130707112	9.529453878	8.907045262	9.652783051	11.80470281	11.88250935	11.87556017	11.66752223	11.82770453	11.73024514
AC012065.5	1.917527128	0	1.418354233	0.961537214	0	0	0	0	0	0	0	0
HS1BP3	8.759565466	8.822427065	9.098050566	9.186593723	9.022117391	9.351171826	9.408244882	9.347816405	9.370497977	9.516591544	9.517943772	9.478597883
AC012065.3	0.945545212	0	0.876882044	0	1.324284239	0	1.177010844	0	0	0	0	2.507652902
HS1BP3-IT1	0	1.961824861	0.876882044	0	1.324284239	0	1.816458915	1.798436614	2.363523009	0	1.186186261	1.357447143
AC012065.2	0	0	1.811144853	1.533447487	0	0	1.177010844	0	0	0.823048594	0	2.507652902
GDF7	5.821582534	5.593768697	4.50756991	4.924522582	6.053714159	4.356853114	2.257986488	3.448071447	1.802297929	2.489245621	2.270981161	2.507652902
LDAH	9.304864885	9.128870807	9.499151227	9.286277079	9.151758756	9.783491953	8.760053903	8.73067957	8.885220006	8.784465843	9.211484277	8.968495159
APOB	5.978113483	7.148898335	5.240379042	8.612212809	9.153664991	7.408660519	1.177010844	0	0.871253083	1.343851745	0	0
AC012506.3	0	0	0	0.961537214	2.002944579	0	1.816458915	1.16299331	0.871253083	0	0	0
AC012506.2	2.233785714	0	1.418354233	0.961537214	0	0	1.177010844	0	0	0	0	0
AC012506.4	0	0.974662474	0	0	1.324284239	0	0	0	0	1.343851745	0	0
KLHL29	7.381448359	7.730468249	7.178527159	8.184376659	8.387617329	7.661046986	5.913384247	6.327503875	5.9039258	6.297983478	6.178480338	6.441736706
AC009242.1	3.222379414	3.653309606	3.569640341	4.449062299	3.212954352	3.628681266	0	0	0.871253083	0	0	0
ATAD2B	9.989721584	9.991948602	9.874377156	9.945852164	9.699148335	9.603935251	9.71141898	9.724760929	9.631058339	9.795370995	9.520451568	9.525226715
PGAM1P6	1.917527128	0.974662474	0	1.533447487	0	1.780838754	2.595578256	1.16299331	1.410613601	2.0273529	0	0
AC066692.1	0	1.961824861	0	0	0.809038275	1.391862627	1.177010844	1.16299331	0	0	0	0
UBXN2A	9.46842094	9.284342904	9.226478553	9.270871884	9.518633468	9.331302948	9.732958798	9.637668715	9.606713766	9.721061486	9.740772145	9.837554685
RN7SL610P	0	1.551079271	1.418354233	0	0	1.391862627	0	0	0.871253083	0	0	0
MFSD2B	4.142944211	4.199536103	4.751060215	4.625539008	3.934405074	4.838494722	4.120519134	3.87099289	2.57906095	4.100300671	4.027335493	2.85783274
WDCP	9.543733356	9.558117363	9.665886785	9.275290179	9.370787422	9.536120532	8.721783093	8.788426926	8.721986177	8.564713367	8.729509947	8.718575341
FKBP1B	7.895027748	8.057585	7.760166115	7.911020949	7.814478948	7.845542364	5.819858155	5.430730973	5.66547983	5.893718348	5.959403929	5.581032197
SF3B6	10.40768596	10.44576178	10.62811423	10.32722139	10.22762157	10.62394697	10.97109466	10.77173186	10.91426398	10.97683536	10.70838214	10.98869028
FAM228B	5.445996869	5.307692819	5.333098164	5.172055372	5.843060096	5.166703855	4.011937249	3.988283377	3.993359055	3.891859343	4.027335493	4.303617479
TP53I3	7.976841279	7.71729503	7.732063945	7.847163042	7.411169446	7.62589063	6.212229469	6.495431481	6.019086514	5.672259277	5.959403929	6.247757799
PFN4	2.712705702	1.551079271	1.811144853	0.961537214	1.324284239	2.086901014	0	2.238067221	0	0.823048594	1.828228788	0
AC008073.3	0	0	0	0	0	1.391862627	1.177010844	0	2.11003049	0	0	0
AC008073.2	0	1.551079271	1.811144853	0	1.324284239	0	0	1.16299331	0.871253083	0	0	1.357447143
FAM228A	0	0.974662474	2.943211968	0	2.002944579	0.857651675	1.177010844	1.16299331	2.766543711	2.838573386	2.88313614	1.357447143
AC008073.1	0	0	1.811144853	0	0.809038275	0	0	0	0	0.823048594	1.828228788	0
ITSN2	9.240070061	9.187362891	9.173130174	9.273082723	9.387083163	8.967033355	10.78256015	10.84062025	10.64666042	10.95687692	10.88321317	10.87807066
AC009228.1	3.07164815	0.974662474	2.119558269	0	2.647153715	2.5539792	1.177010844	1.16299331	1.802297929	1.725706862	1.828228788	0
RPL36AP13	0	0.974662474	0	0	0	0.857651675	3.296831344	2.574552434	1.410613601	3.556793131	1.828228788	2.507652902
NCOA1	9.139442068	9.12638141	8.887425434	9.221356039	9.536275404	8.902395471	11.30101384	11.72823198	11.69285125	11.65518938	12.16034705	12.12882927
PTRHD1	8.049229006	7.656480116	8.009971155	8.160690873	7.916797845	8.255181413	7.190061545	7.526725187	7.834248459	7.898839587	7.978849609	7.616837126
CENPO	9.25107331	9.175371064	9.084778119	9.248575131	9.387083163	9.196022304	8.930075432	8.941720499	9.05227301	8.941668619	8.912485475	8.927421175
ADCY3	9.127549958	9.291026845	8.714374284	9.186593723	9.101291385	8.558405263	9.150978874	9.26014896	9.397357716	8.943923534	9.128434791	9.142094966
AC012073.1	4.47871826	6.07889831	5.07123429	5.35014777	5.683328392	5.350222448	3.62640446	3.87099289	4.547806277	3.891859343	3.781888659	3.374884031
DNAJC27	7.193465261	7.015349519	7.394723638	7.010072719	6.984033304	7.495623818	8.258240512	8.159969903	8.127366831	8.142134676	8.063828534	8.116497498
DNAJC27-AS1	1.917527128	1.961824861	3.569640341	2.259885606	1.324284239	3.054636104	1.816458915	1.798436614	0.871253083	1.343851745	0	2.044263835
EFR3B	9.125159727	9.25045066	8.879760959	9.046285742	9.142189616	8.78512803	11.79500756	11.75019596	11.84010504	11.66956749	11.75715785	11.76563214
SUCLA2P3	0	0	0	0	1.703158005	0	0	2.238067221	0.871253083	1.343851745	0	0
POMC	5.619050882	5.409485957	4.751060215	5.854071109	6.101899635	4.838494722	7.239057123	6.645834664	6.840556304	7.193451899	7.414829485	7.113571431
DNMT3A	11.71354698	11.89980549	11.44192601	11.65802337	11.73524265	11.25919268	12.13466489	12.16811008	12.21147996	11.9822484	12.09328615	12.14534233
AC012074.1	0.945545212	4.199536103	0	3.388718233	2.647153715	2.339260426	0	1.16299331	0	1.343851745	1.186186261	2.044263835
DTNB	9.317481817	9.428725141	9.381058646	9.143742171	9.393550268	9.336748927	8.0474802	7.97339034	8.092727245	8.214897428	8.021964669	8.050017439
AC104699.1	1.511889579	2.763642785	1.418354233	1.941914322	2.647153715	1.780838754	0	0	0	0.823048594	1.186186261	1.357447143
ASXL2	10.66545296	10.61068221	10.77582634	10.76048068	10.67855604	10.49349635	12.09529153	12.0162713	12.04706897	11.91171233	11.99842896	12.00871621
PTGES3P2	0	1.961824861	0.876882044	0.961537214	0	0.857651675	0	2.574552434	0	1.725706862	0	0
AC064847.1	0	0	1.418354233	0	1.703158005	0.857651675	1.177010844	0	0.871253083	1.343851745	0	0
NDUFB4P4	0	0	0	0	0	0	0	3.076438072	2.11003049	2.489245621	1.828228788	0
KIF3C	10.88548411	11.02971354	10.66796823	10.88278704	10.98138165	10.7117927	10.04682862	10.0336116	10.02588607	10.01181058	9.928088565	10.01576586
TRMT112P6	1.511889579	0.974662474	1.418354233	0.961537214	1.703158005	0.857651675	1.177010844	0	1.410613601	0.823048594	0	0
RAB10	11.66006389	11.66742031	11.66120483	11.53260997	11.555872	11.62941883	12.14313642	12.04363146	12.13906116	12.19929065	12.15268874	12.19618044
AC011742.3	1.511889579	1.961824861	2.777117774	0.961537214	2.251026904	2.339260426	1.816458915	2.238067221	1.410613601	2.276705773	0	0
AC011742.2	0.945545212	0.974662474	0	0.961537214	0.809038275	0	1.816458915	0	0.871253083	1.343851745	0	2.507652902
SMARCE1P6	0.945545212	0	0	0	0	0	1.816458915	1.16299331	0.871253083	1.343851745	0	1.357447143
GAREM2	8.507633311	8.548918959	8.206592262	8.540610212	8.647771163	8.289286454	7.654717809	7.665279836	7.849890075	7.777655699	8.029026886	7.705893114
HADHA	12.00792114	12.03833441	11.95998279	11.96472521	11.95966449	12.13933627	11.57711308	11.46032103	11.49939056	11.62845146	11.56343273	11.50759176
HADHB	10.17791246	10.18013647	10.14228953	10.09826324	9.997566987	10.31002061	10.51555263	10.37121257	10.42354716	10.45127963	10.36478674	10.39295042
AC010896.1	6.247913137	6.271450495	5.955530386	5.945620824	6.237492362	3.628681266	0	0	1.410613601	0	1.186186261	1.357447143
ADGRF3	3.983191111	5.409485957	4.609947625	5.415653399	5.12275305	4.174231629	1.816458915	1.798436614	1.802297929	0	1.828228788	0
SELENOI	11.31630888	11.4266485	11.57642196	11.54318239	11.31992186	11.33189656	11.83539647	11.59124515	11.74745688	11.85142956	11.86468869	11.75784303
DRC1	0	3.413027208	0.876882044	3.834243246	4.558346829	3.720420176	1.816458915	2.574552434	2.57906095	2.838573386	1.186186261	1.357447143
OTOF	5.213765116	5.534918347	4.50756991	5.508651652	6.178796205	5.133712503	1.177010844	1.16299331	0.871253083	3.119589346	0	1.357447143
AC015977.1	0	0	0	0	0	0	1.816458915	2.238067221	1.802297929	2.838573386	0	1.357447143
